Program,Year,Period,Week Ending,Geo Level,State,State ANSI,Ag District,Ag District Code,County,County ANSI,Zip Code,Region,watershed_code,Watershed,Commodity,Data Item,Domain,Domain Category,Value,CV (%)
CENSUS,2012,YEAR,,STATE,KANSAS,20,,,,,,,0,,GRAIN,GRAIN - OPERATIONS WITH SALES,ECONOMIC CLASS,"ECONOMIC CLASS: (2,500 TO 4,999 $)",548,12.7
CENSUS,2012,YEAR,,STATE,KANSAS,20,,,,,,,0,,GRAIN,GRAIN - OPERATIONS WITH SALES,ECONOMIC CLASS,"ECONOMIC CLASS: (25,000 TO 49,999 $)","3,901",5.5
CENSUS,2012,YEAR,,STATE,KANSAS,20,,,,,,,0,,GRAIN,GRAIN - OPERATIONS WITH SALES,ECONOMIC CLASS,"ECONOMIC CLASS: (250,000 TO 499,999 $)","3,981",4.1
CENSUS,2012,YEAR,,STATE,KANSAS,20,,,,,,,0,,GRAIN,GRAIN - OPERATIONS WITH SALES,ECONOMIC CLASS,"ECONOMIC CLASS: (5,000 TO 9,999 $)","1,388",11.8
CENSUS,2012,YEAR,,STATE,KANSAS,20,,,,,,,0,,GRAIN,GRAIN - OPERATIONS WITH SALES,ECONOMIC CLASS,"ECONOMIC CLASS: (50,000 TO 99,999 $)","4,541",6.8
CENSUS,2012,YEAR,,STATE,KANSAS,20,,,,,,,0,,GRAIN,GRAIN - OPERATIONS WITH SALES,ECONOMIC CLASS,"ECONOMIC CLASS: (500,000 TO 999,999 $)","2,919",8.6
CENSUS,2012,YEAR,,STATE,KANSAS,20,,,,,,,0,,GRAIN,GRAIN - OPERATIONS WITH SALES,ECONOMIC CLASS,"ECONOMIC CLASS: (LESS THAN 1,000 $)",104,16.6
CENSUS,2012,YEAR,,STATE,KANSAS,20,,,,,,,0,,GRAIN,GRAIN - OPERATIONS WITH SALES,ECONOMIC CLASS AND SALES,"ECONOMIC CLASS: (1,000,000 OR MORE $) AND SALES: (50,000 OR MORE $)","2,105",28.5
CENSUS,2012,YEAR,,STATE,KANSAS,20,,,,,,,0,,GRAIN,GRAIN - OPERATIONS WITH SALES,ECONOMIC CLASS AND SALES,"ECONOMIC CLASS: (100,000 TO 249,999 $) AND SALES: (50,000 OR MORE $)","5,153",5
CENSUS,2012,YEAR,,STATE,KANSAS,20,,,,,,,0,,GRAIN,GRAIN - OPERATIONS WITH SALES,ECONOMIC CLASS AND SALES,"ECONOMIC CLASS: (250,000 TO 499,999 $) AND SALES: (50,000 OR MORE $)","3,783",3.8
CENSUS,2012,YEAR,,STATE,KANSAS,20,,,,,,,0,,GRAIN,GRAIN - OPERATIONS WITH SALES,ECONOMIC CLASS AND SALES,"ECONOMIC CLASS: (50,000 TO 99,999 $) AND SALES: (50,000 OR MORE $)","2,627",15.7
CENSUS,2012,YEAR,,STATE,KANSAS,20,,,,,,,0,,GRAIN,GRAIN - OPERATIONS WITH SALES,ECONOMIC CLASS AND SALES,"ECONOMIC CLASS: (500,000 TO 999,999 $) AND SALES: (50,000 OR MORE $)","2,874",8.5
CENSUS,2012,YEAR,,STATE,KANSAS,20,,,,,,,0,,GRAIN,GRAIN - OPERATIONS WITH SALES,FARM SALES,"FARM SALES: (1,000 TO 2,499 $)",375,10.4
CENSUS,2012,YEAR,,STATE,KANSAS,20,,,,,,,0,,GRAIN,GRAIN - OPERATIONS WITH SALES,FARM SALES,"FARM SALES: (1,000,000 OR MORE $)","2,046",30.2
CENSUS,2012,YEAR,,STATE,KANSAS,20,,,,,,,0,,GRAIN,GRAIN - OPERATIONS WITH SALES,FARM SALES,"FARM SALES: (10,000 TO 24,999 $)","3,030",4.8
CENSUS,2012,YEAR,,STATE,KANSAS,20,,,,,,,0,,GRAIN,GRAIN - OPERATIONS WITH SALES,FARM SALES,"FARM SALES: (100,000 TO 249,999 $)","5,785",4
CENSUS,2012,YEAR,,STATE,KANSAS,20,,,,,,,0,,GRAIN,GRAIN - OPERATIONS WITH SALES,FARM SALES,"FARM SALES: (2,500 TO 4,999 $)",693,12
CENSUS,2012,YEAR,,STATE,KANSAS,20,,,,,,,0,,GRAIN,GRAIN - OPERATIONS WITH SALES,FARM SALES,"FARM SALES: (25,000 TO 49,999 $)","3,936",7.1
CENSUS,2012,YEAR,,STATE,KANSAS,20,,,,,,,0,,GRAIN,GRAIN - OPERATIONS WITH SALES,FARM SALES,"FARM SALES: (250,000 TO 499,999 $)","3,880",4
CENSUS,2012,YEAR,,STATE,KANSAS,20,,,,,,,0,,GRAIN,GRAIN - OPERATIONS WITH SALES,FARM SALES,"FARM SALES: (5,000 TO 9,999 $)","1,582",12.3
CENSUS,2012,YEAR,,STATE,KANSAS,20,,,,,,,0,,GRAIN,GRAIN - OPERATIONS WITH SALES,FARM SALES,"FARM SALES: (50,000 TO 99,999 $)","4,488",8.3
CENSUS,2012,YEAR,,STATE,KANSAS,20,,,,,,,0,,GRAIN,GRAIN - OPERATIONS WITH SALES,FARM SALES,"FARM SALES: (500,000 TO 999,999 $)","2,701",12
CENSUS,2012,YEAR,,STATE,KANSAS,20,,,,,,,0,,GRAIN,GRAIN - OPERATIONS WITH SALES,FARM SALES,"FARM SALES: (LESS THAN 1,000 $)",146,16.9
CENSUS,2012,YEAR,,STATE,KANSAS,20,,,,,,,0,,GRAIN,GRAIN - OPERATIONS WITH SALES,FARM SALES AND SALES,"FARM SALES: (1,000,000 OR MORE $) AND SALES: (50,000 OR MORE $)","2,000",30.5
CENSUS,2012,YEAR,,STATE,KANSAS,20,,,,,,,0,,GRAIN,GRAIN - OPERATIONS WITH SALES,FARM SALES AND SALES,"FARM SALES: (100,000 TO 249,999 $) AND SALES: (50,000 OR MORE $)","5,082",4.8
CENSUS,2012,YEAR,,STATE,KANSAS,20,,,,,,,0,,GRAIN,GRAIN - OPERATIONS WITH SALES,FARM SALES AND SALES,"FARM SALES: (250,000 TO 499,999 $) AND SALES: (50,000 OR MORE $)","3,700",3.8
CENSUS,2012,YEAR,,STATE,KANSAS,20,,,,,,,0,,GRAIN,GRAIN - OPERATIONS WITH SALES,FARM SALES AND SALES,"FARM SALES: (50,000 TO 99,999 $) AND SALES: (50,000 OR MORE $)","3,103",19.9
CENSUS,2012,YEAR,,STATE,KANSAS,20,,,,,,,0,,GRAIN,GRAIN - OPERATIONS WITH SALES,FARM SALES AND SALES,"FARM SALES: (500,000 TO 999,999 $) AND SALES: (50,000 OR MORE $)","2,657",11.9
CENSUS,2012,YEAR,,STATE,KANSAS,20,,,,,,,0,,GRAIN,GRAIN - OPERATIONS WITH SALES,NAICS CLASSIFICATION,NAICS CLASSIFICATION: (1111),"23,230",3.3
CENSUS,2012,YEAR,,STATE,KANSAS,20,,,,,,,0,,GRAIN,GRAIN - OPERATIONS WITH SALES,NAICS CLASSIFICATION,NAICS CLASSIFICATION: (1112),17,28
CENSUS,2012,YEAR,,STATE,KANSAS,20,,,,,,,0,,GRAIN,GRAIN - OPERATIONS WITH SALES,NAICS CLASSIFICATION,NAICS CLASSIFICATION: (1113),17,56.6
CENSUS,2012,YEAR,,STATE,KANSAS,20,,,,,,,0,,GRAIN,GRAIN - OPERATIONS WITH SALES,NAICS CLASSIFICATION,NAICS CLASSIFICATION: (1114),31,40.5
CENSUS,2012,YEAR,,STATE,KANSAS,20,,,,,,,0,,GRAIN,GRAIN - OPERATIONS WITH SALES,NAICS CLASSIFICATION,NAICS CLASSIFICATION: (1119),"1,210",12.3
CENSUS,2012,YEAR,,STATE,KANSAS,20,,,,,,,0,,GRAIN,GRAIN - OPERATIONS WITH SALES,NAICS CLASSIFICATION,NAICS CLASSIFICATION: (11192),15,46
CENSUS,2012,YEAR,,STATE,KANSAS,20,,,,,,,0,,GRAIN,GRAIN - OPERATIONS WITH SALES,NAICS CLASSIFICATION,NAICS CLASSIFICATION: (11193 & 11194 & 11199),"1,195",12.8
CENSUS,2012,YEAR,,STATE,KANSAS,20,,,,,,,0,,GRAIN,GRAIN - OPERATIONS WITH SALES,NAICS CLASSIFICATION,NAICS CLASSIFICATION: (112111),"3,404",10.8
CENSUS,2012,YEAR,,STATE,KANSAS,20,,,,,,,0,,GRAIN,GRAIN - OPERATIONS WITH SALES,NAICS CLASSIFICATION,NAICS CLASSIFICATION: (112112),257,17.5
CENSUS,2012,YEAR,,STATE,KANSAS,20,,,,,,,0,,GRAIN,GRAIN - OPERATIONS WITH SALES,NAICS CLASSIFICATION,NAICS CLASSIFICATION: (11212),252,27.8
CENSUS,2012,YEAR,,STATE,KANSAS,20,,,,,,,0,,GRAIN,GRAIN - OPERATIONS WITH SALES,NAICS CLASSIFICATION,NAICS CLASSIFICATION: (1122),85,20.2
CENSUS,2012,YEAR,,STATE,KANSAS,20,,,,,,,0,,GRAIN,GRAIN - OPERATIONS WITH SALES,NAICS CLASSIFICATION,NAICS CLASSIFICATION: (1123),10,23.2
CENSUS,2012,YEAR,,STATE,KANSAS,20,,,,,,,0,,GRAIN,GRAIN - OPERATIONS WITH SALES,NAICS CLASSIFICATION,NAICS CLASSIFICATION: (1124),21,67.8
CENSUS,2012,YEAR,,STATE,KANSAS,20,,,,,,,0,,GRAIN,GRAIN - OPERATIONS WITH SALES,NAICS CLASSIFICATION,NAICS CLASSIFICATION: (1125 & 1129),128,14.2
CENSUS,2012,YEAR,,STATE,KANSAS,20,,,,,,,0,,GRAIN,GRAIN - OPERATIONS WITH SALES,NAICS CLASSIFICATION AND SALES,"NAICS CLASSIFICATION: (1111) AND SALES: (50,000 OR MORE $)","14,583",3.1
CENSUS,2012,YEAR,,STATE,KANSAS,20,,,,,,,0,,GRAIN,GRAIN - OPERATIONS WITH SALES,NAICS CLASSIFICATION AND SALES,"NAICS CLASSIFICATION: (1112) AND SALES: (50,000 OR MORE $)",4,47.4
CENSUS,2012,YEAR,,STATE,KANSAS,20,,,,,,,0,,GRAIN,GRAIN - OPERATIONS WITH SALES,NAICS CLASSIFICATION AND SALES,"NAICS CLASSIFICATION: (1113) AND SALES: (50,000 OR MORE $)",1,6.7
CENSUS,2012,YEAR,,STATE,KANSAS,20,,,,,,,0,,GRAIN,GRAIN - OPERATIONS WITH SALES,NAICS CLASSIFICATION AND SALES,"NAICS CLASSIFICATION: (1114) AND SALES: (50,000 OR MORE $)",6,38.7
CENSUS,2012,YEAR,,STATE,KANSAS,20,,,,,,,0,,GRAIN,GRAIN - OPERATIONS WITH SALES,NAICS CLASSIFICATION AND SALES,"NAICS CLASSIFICATION: (1119) AND SALES: (50,000 OR MORE $)",367,12.3
CENSUS,2012,YEAR,,STATE,KANSAS,20,,,,,,,0,,GRAIN,GRAIN - OPERATIONS WITH SALES,NAICS CLASSIFICATION AND SALES,"NAICS CLASSIFICATION: (11192) AND SALES: (50,000 OR MORE $)",3,54.8
CENSUS,2012,YEAR,,STATE,KANSAS,20,,,,,,,0,,GRAIN,GRAIN - OPERATIONS WITH SALES,NAICS CLASSIFICATION AND SALES,"NAICS CLASSIFICATION: (11193 & 11194 & 11199) AND SALES: (50,000 OR MORE $)",364,12.6
CENSUS,2012,YEAR,,STATE,KANSAS,20,,,,,,,0,,GRAIN,GRAIN - OPERATIONS WITH SALES,NAICS CLASSIFICATION AND SALES,"NAICS CLASSIFICATION: (112111) AND SALES: (50,000 OR MORE $)","1,179",14.3
CENSUS,2012,YEAR,,STATE,KANSAS,20,,,,,,,0,,GRAIN,GRAIN - OPERATIONS WITH SALES,NAICS CLASSIFICATION AND SALES,"NAICS CLASSIFICATION: (112112) AND SALES: (50,000 OR MORE $)",208,19.3
CENSUS,2012,YEAR,,STATE,KANSAS,20,,,,,,,0,,GRAIN,GRAIN - OPERATIONS WITH SALES,NAICS CLASSIFICATION AND SALES,"NAICS CLASSIFICATION: (11212) AND SALES: (50,000 OR MORE $)",99,48.3
CENSUS,2012,YEAR,,STATE,KANSAS,20,,,,,,,0,,GRAIN,GRAIN - OPERATIONS WITH SALES,NAICS CLASSIFICATION AND SALES,"NAICS CLASSIFICATION: (1122) AND SALES: (50,000 OR MORE $)",56,22.9
CENSUS,2012,YEAR,,STATE,KANSAS,20,,,,,,,0,,GRAIN,GRAIN - OPERATIONS WITH SALES,NAICS CLASSIFICATION AND SALES,"NAICS CLASSIFICATION: (1123) AND SALES: (50,000 OR MORE $)",2,67.1
CENSUS,2012,YEAR,,STATE,KANSAS,20,,,,,,,0,,GRAIN,GRAIN - OPERATIONS WITH SALES,NAICS CLASSIFICATION AND SALES,"NAICS CLASSIFICATION: (1124) AND SALES: (50,000 OR MORE $)",4,91.9
CENSUS,2012,YEAR,,STATE,KANSAS,20,,,,,,,0,,GRAIN,GRAIN - OPERATIONS WITH SALES,NAICS CLASSIFICATION AND SALES,"NAICS CLASSIFICATION: (1125 & 1129) AND SALES: (50,000 OR MORE $)",33,28.3
CENSUS,2012,YEAR,,STATE,KANSAS,20,,,,,,,0,,GRAIN,GRAIN - OPERATIONS WITH SALES,SALES,"SALES: (50,000 OR MORE $)","16,542",3.1
CENSUS,2012,YEAR,,STATE,KANSAS,20,,,,,,,0,,GRAIN,GRAIN - OPERATIONS WITH SALES,TOTAL,NOT SPECIFIED,"28,662",3.7
CENSUS,2012,YEAR,,STATE,KANSAS,20,,,,,,,0,,GRAIN,"GRAIN - SALES, MEASURED IN $",AREA OPERATED,"AREA OPERATED: (1,000 TO 1,999 ACRES)","1,370,580,000",14.5
CENSUS,2012,YEAR,,STATE,KANSAS,20,,,,,,,0,,GRAIN,"GRAIN - SALES, MEASURED IN $",AREA OPERATED,AREA OPERATED: (1.0 TO 9.9 ACRES),"143,000",26.3
CENSUS,2012,YEAR,,STATE,KANSAS,20,,,,,,,0,,GRAIN,"GRAIN - SALES, MEASURED IN $",AREA OPERATED,AREA OPERATED: (10.0 TO 49.9 ACRES),"7,866,000",15.3
CENSUS,2012,YEAR,,STATE,KANSAS,20,,,,,,,0,,GRAIN,"GRAIN - SALES, MEASURED IN $",AREA OPERATED,AREA OPERATED: (100 TO 139 ACRES),"20,659,000",7.7
CENSUS,2012,YEAR,,STATE,KANSAS,20,,,,,,,0,,GRAIN,"GRAIN - SALES, MEASURED IN $",AREA OPERATED,AREA OPERATED: (140 TO 179 ACRES),"52,553,000",6.8
CENSUS,2012,YEAR,,STATE,KANSAS,20,,,,,,,0,,GRAIN,"GRAIN - SALES, MEASURED IN $",AREA OPERATED,AREA OPERATED: (180 TO 219 ACRES),"31,523,000",5.9
CENSUS,2012,YEAR,,STATE,KANSAS,20,,,,,,,0,,GRAIN,"GRAIN - SALES, MEASURED IN $",AREA OPERATED,"AREA OPERATED: (2,000 OR MORE ACRES)","4,032,802,000",11.7
CENSUS,2012,YEAR,,STATE,KANSAS,20,,,,,,,0,,GRAIN,"GRAIN - SALES, MEASURED IN $",AREA OPERATED,AREA OPERATED: (220 TO 259 ACRES),"39,159,000",5.3
CENSUS,2012,YEAR,,STATE,KANSAS,20,,,,,,,0,,GRAIN,"GRAIN - SALES, MEASURED IN $",AREA OPERATED,AREA OPERATED: (260 TO 499 ACRES),"266,299,000",4.7
CENSUS,2012,YEAR,,STATE,KANSAS,20,,,,,,,0,,GRAIN,"GRAIN - SALES, MEASURED IN $",AREA OPERATED,AREA OPERATED: (50.0 TO 69.9 ACRES),"5,800,000",10.4
CENSUS,2012,YEAR,,STATE,KANSAS,20,,,,,,,0,,GRAIN,"GRAIN - SALES, MEASURED IN $",AREA OPERATED,AREA OPERATED: (500 TO 999 ACRES),"658,900,000",7.1
CENSUS,2012,YEAR,,STATE,KANSAS,20,,,,,,,0,,GRAIN,"GRAIN - SALES, MEASURED IN $",AREA OPERATED,AREA OPERATED: (70.0 TO 99.9 ACRES),"18,851,000",9.1
CENSUS,2012,YEAR,,STATE,KANSAS,20,,,,,,,0,,GRAIN,"GRAIN - SALES, MEASURED IN $",AREA OPERATED AND SALES,"AREA OPERATED: (1,000 TO 1,999 ACRES) AND SALES: (50,000 OR MORE $)","1,353,873,000",14.6
CENSUS,2012,YEAR,,STATE,KANSAS,20,,,,,,,0,,GRAIN,"GRAIN - SALES, MEASURED IN $",AREA OPERATED AND SALES,"AREA OPERATED: (100 TO 139 ACRES) AND SALES: (50,000 OR MORE $)","4,517,000",12.9
CENSUS,2012,YEAR,,STATE,KANSAS,20,,,,,,,0,,GRAIN,"GRAIN - SALES, MEASURED IN $",AREA OPERATED AND SALES,"AREA OPERATED: (140 TO 179 ACRES) AND SALES: (50,000 OR MORE $)","21,770,000",15.5
CENSUS,2012,YEAR,,STATE,KANSAS,20,,,,,,,0,,GRAIN,"GRAIN - SALES, MEASURED IN $",AREA OPERATED AND SALES,"AREA OPERATED: (180 TO 219 ACRES) AND SALES: (50,000 OR MORE $)","15,670,000",8.4
CENSUS,2012,YEAR,,STATE,KANSAS,20,,,,,,,0,,GRAIN,"GRAIN - SALES, MEASURED IN $",AREA OPERATED AND SALES,"AREA OPERATED: (2,000 OR MORE ACRES) AND SALES: (50,000 OR MORE $)","4,026,265,000",11.7
CENSUS,2012,YEAR,,STATE,KANSAS,20,,,,,,,0,,GRAIN,"GRAIN - SALES, MEASURED IN $",AREA OPERATED AND SALES,"AREA OPERATED: (220 TO 259 ACRES) AND SALES: (50,000 OR MORE $)","24,247,000",7.1
CENSUS,2012,YEAR,,STATE,KANSAS,20,,,,,,,0,,GRAIN,"GRAIN - SALES, MEASURED IN $",AREA OPERATED AND SALES,"AREA OPERATED: (260 TO 499 ACRES) AND SALES: (50,000 OR MORE $)","206,066,000",7.4
CENSUS,2012,YEAR,,STATE,KANSAS,20,,,,,,,0,,GRAIN,"GRAIN - SALES, MEASURED IN $",AREA OPERATED AND SALES,"AREA OPERATED: (50.0 TO 69.9 ACRES) AND SALES: (50,000 OR MORE $)","257,000",59.9
CENSUS,2012,YEAR,,STATE,KANSAS,20,,,,,,,0,,GRAIN,"GRAIN - SALES, MEASURED IN $",AREA OPERATED AND SALES,"AREA OPERATED: (500 TO 999 ACRES) AND SALES: (50,000 OR MORE $)","619,449,000",7.2
CENSUS,2012,YEAR,,STATE,KANSAS,20,,,,,,,0,,GRAIN,"GRAIN - SALES, MEASURED IN $",AREA OPERATED AND SALES,"AREA OPERATED: (70.0 TO 99.9 ACRES) AND SALES: (50,000 OR MORE $)","1,307,000",39.6
CENSUS,2012,YEAR,,STATE,KANSAS,20,,,,,,,0,,GRAIN,"GRAIN - SALES, MEASURED IN $",CONCENTRATION,CONCENTRATION: (TOP 10 PCT OF OPERATIONS ON FARM SALES BASIS), (D),(D)
CENSUS,2012,YEAR,,STATE,KANSAS,20,,,,,,,0,,GRAIN,"GRAIN - SALES, MEASURED IN $",CONCENTRATION,CONCENTRATION: (TOP 25 PCT OF OPERATIONS ON FARM SALES BASIS), (D),(D)
CENSUS,2012,YEAR,,STATE,KANSAS,20,,,,,,,0,,GRAIN,"GRAIN - SALES, MEASURED IN $",CONCENTRATION,CONCENTRATION: (TOP 50 PCT OF OPERATIONS ON FARM SALES BASIS),"282,748,000",31.2
CENSUS,2012,YEAR,,STATE,KANSAS,20,,,,,,,0,,GRAIN,"GRAIN - SALES, MEASURED IN $",CONCENTRATION,CONCENTRATION: (TOP 75 PCT OF OPERATIONS ON FARM SALES BASIS),"3,323,958,000",22.3
CENSUS,2012,YEAR,,STATE,KANSAS,20,,,,,,,0,,GRAIN,"GRAIN - SALES, MEASURED IN $",ECONOMIC CLASS,"ECONOMIC CLASS: (1,000 TO 2,499 $)","454,000",10.5
CENSUS,2012,YEAR,,STATE,KANSAS,20,,,,,,,0,,GRAIN,"GRAIN - SALES, MEASURED IN $",ECONOMIC CLASS,"ECONOMIC CLASS: (1,000,000 OR MORE $)","2,803,416,000",28.7
CENSUS,2012,YEAR,,STATE,KANSAS,20,,,,,,,0,,GRAIN,"GRAIN - SALES, MEASURED IN $",ECONOMIC CLASS,"ECONOMIC CLASS: (10,000 TO 24,999 $)","36,062,000",5.4
CENSUS,2012,YEAR,,STATE,KANSAS,20,,,,,,,0,,GRAIN,"GRAIN - SALES, MEASURED IN $",ECONOMIC CLASS,"ECONOMIC CLASS: (100,000 TO 249,999 $)","710,666,000",9.5
CENSUS,2012,YEAR,,STATE,KANSAS,20,,,,,,,0,,GRAIN,"GRAIN - SALES, MEASURED IN $",ECONOMIC CLASS,"ECONOMIC CLASS: (2,500 TO 4,999 $)","1,662,000",12.8
CENSUS,2012,YEAR,,STATE,KANSAS,20,,,,,,,0,,GRAIN,"GRAIN - SALES, MEASURED IN $",ECONOMIC CLASS,"ECONOMIC CLASS: (25,000 TO 49,999 $)","99,959,000",8.3
CENSUS,2012,YEAR,,STATE,KANSAS,20,,,,,,,0,,GRAIN,"GRAIN - SALES, MEASURED IN $",ECONOMIC CLASS,"ECONOMIC CLASS: (250,000 TO 499,999 $)","1,057,401,000",3.8
CENSUS,2012,YEAR,,STATE,KANSAS,20,,,,,,,0,,GRAIN,"GRAIN - SALES, MEASURED IN $",ECONOMIC CLASS,"ECONOMIC CLASS: (5,000 TO 9,999 $)","7,816,000",13
CENSUS,2012,YEAR,,STATE,KANSAS,20,,,,,,,0,,GRAIN,"GRAIN - SALES, MEASURED IN $",ECONOMIC CLASS,"ECONOMIC CLASS: (50,000 TO 99,999 $)","237,493,000",13.1
CENSUS,2012,YEAR,,STATE,KANSAS,20,,,,,,,0,,GRAIN,"GRAIN - SALES, MEASURED IN $",ECONOMIC CLASS,"ECONOMIC CLASS: (500,000 TO 999,999 $)","1,550,153,000",9
CENSUS,2012,YEAR,,STATE,KANSAS,20,,,,,,,0,,GRAIN,"GRAIN - SALES, MEASURED IN $",ECONOMIC CLASS,"ECONOMIC CLASS: (LESS THAN 1,000 $)","53,000",16.2
CENSUS,2012,YEAR,,STATE,KANSAS,20,,,,,,,0,,GRAIN,"GRAIN - SALES, MEASURED IN $",ECONOMIC CLASS AND SALES,"ECONOMIC CLASS: (1,000,000 OR MORE $) AND SALES: (50,000 OR MORE $)","2,802,287,000",28.7
CENSUS,2012,YEAR,,STATE,KANSAS,20,,,,,,,0,,GRAIN,"GRAIN - SALES, MEASURED IN $",ECONOMIC CLASS AND SALES,"ECONOMIC CLASS: (100,000 TO 249,999 $) AND SALES: (50,000 OR MORE $)","690,952,000",10.2
CENSUS,2012,YEAR,,STATE,KANSAS,20,,,,,,,0,,GRAIN,"GRAIN - SALES, MEASURED IN $",ECONOMIC CLASS AND SALES,"ECONOMIC CLASS: (250,000 TO 499,999 $) AND SALES: (50,000 OR MORE $)","1,052,774,000",4
CENSUS,2012,YEAR,,STATE,KANSAS,20,,,,,,,0,,GRAIN,"GRAIN - SALES, MEASURED IN $",ECONOMIC CLASS AND SALES,"ECONOMIC CLASS: (50,000 TO 99,999 $) AND SALES: (50,000 OR MORE $)","178,412,000",17.5
CENSUS,2012,YEAR,,STATE,KANSAS,20,,,,,,,0,,GRAIN,"GRAIN - SALES, MEASURED IN $",ECONOMIC CLASS AND SALES,"ECONOMIC CLASS: (500,000 TO 999,999 $) AND SALES: (50,000 OR MORE $)","1,548,997,000",9
CENSUS,2012,YEAR,,STATE,KANSAS,20,,,,,,,0,,GRAIN,"GRAIN - SALES, MEASURED IN $",FARM SALES,"FARM SALES: (1,000 TO 2,499 $)","595,000",11.1
CENSUS,2012,YEAR,,STATE,KANSAS,20,,,,,,,0,,GRAIN,"GRAIN - SALES, MEASURED IN $",FARM SALES,"FARM SALES: (1,000,000 OR MORE $)","2,715,763,000",29.9
CENSUS,2012,YEAR,,STATE,KANSAS,20,,,,,,,0,,GRAIN,"GRAIN - SALES, MEASURED IN $",FARM SALES,"FARM SALES: (10,000 TO 24,999 $)","42,410,000",4.4
CENSUS,2012,YEAR,,STATE,KANSAS,20,,,,,,,0,,GRAIN,"GRAIN - SALES, MEASURED IN $",FARM SALES,"FARM SALES: (100,000 TO 249,999 $)","750,420,000",11.8
CENSUS,2012,YEAR,,STATE,KANSAS,20,,,,,,,0,,GRAIN,"GRAIN - SALES, MEASURED IN $",FARM SALES,"FARM SALES: (2,500 TO 4,999 $)","2,342,000",11.5
CENSUS,2012,YEAR,,STATE,KANSAS,20,,,,,,,0,,GRAIN,"GRAIN - SALES, MEASURED IN $",FARM SALES,"FARM SALES: (25,000 TO 49,999 $)","112,714,000",11.2
CENSUS,2012,YEAR,,STATE,KANSAS,20,,,,,,,0,,GRAIN,"GRAIN - SALES, MEASURED IN $",FARM SALES,"FARM SALES: (250,000 TO 499,999 $)","1,108,619,000",5.7
CENSUS,2012,YEAR,,STATE,KANSAS,20,,,,,,,0,,GRAIN,"GRAIN - SALES, MEASURED IN $",FARM SALES,"FARM SALES: (5,000 TO 9,999 $)","10,040,000",13.5
CENSUS,2012,YEAR,,STATE,KANSAS,20,,,,,,,0,,GRAIN,"GRAIN - SALES, MEASURED IN $",FARM SALES,"FARM SALES: (50,000 TO 99,999 $)","257,242,000",16.8
CENSUS,2012,YEAR,,STATE,KANSAS,20,,,,,,,0,,GRAIN,"GRAIN - SALES, MEASURED IN $",FARM SALES,"FARM SALES: (500,000 TO 999,999 $)","1,504,909,000",11.5
CENSUS,2012,YEAR,,STATE,KANSAS,20,,,,,,,0,,GRAIN,"GRAIN - SALES, MEASURED IN $",FARM SALES,"FARM SALES: (LESS THAN 1,000 $)","80,000",19.8
CENSUS,2012,YEAR,,STATE,KANSAS,20,,,,,,,0,,GRAIN,"GRAIN - SALES, MEASURED IN $",FARM SALES AND SALES,"FARM SALES: (1,000,000 OR MORE $) AND SALES: (50,000 OR MORE $)","2,714,634,000",29.9
CENSUS,2012,YEAR,,STATE,KANSAS,20,,,,,,,0,,GRAIN,"GRAIN - SALES, MEASURED IN $",FARM SALES AND SALES,"FARM SALES: (100,000 TO 249,999 $) AND SALES: (50,000 OR MORE $)","732,042,000",12.5
CENSUS,2012,YEAR,,STATE,KANSAS,20,,,,,,,0,,GRAIN,"GRAIN - SALES, MEASURED IN $",FARM SALES AND SALES,"FARM SALES: (250,000 TO 499,999 $) AND SALES: (50,000 OR MORE $)","1,104,493,000",5.8
CENSUS,2012,YEAR,,STATE,KANSAS,20,,,,,,,0,,GRAIN,"GRAIN - SALES, MEASURED IN $",FARM SALES AND SALES,"FARM SALES: (50,000 TO 99,999 $) AND SALES: (50,000 OR MORE $)","218,460,000",22.3
CENSUS,2012,YEAR,,STATE,KANSAS,20,,,,,,,0,,GRAIN,"GRAIN - SALES, MEASURED IN $",FARM SALES AND SALES,"FARM SALES: (500,000 TO 999,999 $) AND SALES: (50,000 OR MORE $)","1,503,793,000",11.5
CENSUS,2012,YEAR,,STATE,KANSAS,20,,,,,,,0,,GRAIN,"GRAIN - SALES, MEASURED IN $",NAICS CLASSIFICATION,NAICS CLASSIFICATION: (1111),"5,906,322,000",11.1
CENSUS,2012,YEAR,,STATE,KANSAS,20,,,,,,,0,,GRAIN,"GRAIN - SALES, MEASURED IN $",NAICS CLASSIFICATION,NAICS CLASSIFICATION: (1112), (D),(D)
CENSUS,2012,YEAR,,STATE,KANSAS,20,,,,,,,0,,GRAIN,"GRAIN - SALES, MEASURED IN $",NAICS CLASSIFICATION,NAICS CLASSIFICATION: (1113), (D),(D)
CENSUS,2012,YEAR,,STATE,KANSAS,20,,,,,,,0,,GRAIN,"GRAIN - SALES, MEASURED IN $",NAICS CLASSIFICATION,NAICS CLASSIFICATION: (1114),"1,757,000",50.5
CENSUS,2012,YEAR,,STATE,KANSAS,20,,,,,,,0,,GRAIN,"GRAIN - SALES, MEASURED IN $",NAICS CLASSIFICATION,NAICS CLASSIFICATION: (1119),"102,072,000",24.1
CENSUS,2012,YEAR,,STATE,KANSAS,20,,,,,,,0,,GRAIN,"GRAIN - SALES, MEASURED IN $",NAICS CLASSIFICATION,NAICS CLASSIFICATION: (11192),"931,000",16.7
